pal_id,catchable,min_level,max_level,wild_min_level,wild_max_level,common_wild_min_level,common_wild_max_level,boss_min_level,boss_max_level,day_count,night_count,world_tree_day_count,world_tree_night_count,summary,map_source_url
80:1,true,35,80,35,80,47,47,51,52,80,80,0,0,它能从地狱召唤雷电。 虽被分类为雷冥鸟的亚种， 但是也有学说称、实际应该是雷鸣鸟被来自地狱的雷电击中， 变异成了雷冥鸟。,https://paldb.cc/cn/Palpagos_Islands?pal=HadesBird_Electric&t=dayTimeLocations
91:1,true,13,39,13,39,37,37,,,10,10,0,0,它只对帕鲁幼崽感兴趣，会将其掠走带回自己的领地。 不难想象，那些被夺走幼崽的帕鲁们会陷入多么绝望的境地。,https://paldb.cc/cn/Palpagos_Islands?pal=Baphomet_Dark&t=dayTimeLocations
15:1,true,10,24,10,24,20,20,,,70,70,0,0,它在受到冲击后会释放储存的冷气。 它发射的冷气呈放射状，可冻结大气。 攻击它的对象会被击穿身体。,https://paldb.cc/cn/Palpagos_Islands?pal=Hedgehog_Ice&t=dayTimeLocations
121:1,true,13,80,13,80,66,66,,,21,21,0,0,传说有位战士因冤罪而被推落火山， 随后以腾炎龙之姿重生， 并把整个国家烧成一片焦土。,https://paldb.cc/cn/Palpagos_Islands?pal=Umihebi_Fire&t=dayTimeLocations
79:1,false,40,62,40,62,62,62,51,52,0,0,0,0,经过双亲的教育，已经不再挑食 只要是辣的东西，无论什么都喜欢。 和幽巫狐的关系相当不好。,https://paldb.cc/cn/Palpagos_Islands?pal=CatMage_Fire&t=dayTimeLocations
30:1,true,16,44,16,44,24,24,,,382,382,0,0,它会咬住敌人的脖子，将对方浑身血液吸干。 蚀魂鱿同族之间互相咬住的话， 因为双方都想要将对手吸干， 在任意一方被榨干之前，彼此将无法分开。,https://paldb.cc/cn/Palpagos_Islands?pal=NegativeOctopus_Neutral&t=dayTimeLocations
21:1,true,46,46,,,,,46,46,1,1,0,0,这种帕鲁性格冷淡，不擅长表达情感。 这个孤独的个体对美露帕来说没有什么价值，简直是个悲剧。,https://paldb.cc/cn/Palpagos_Islands?pal=KingAlpaca_Ice&t=dayTimeLocations
111:1,true,35,66,35,66,61,63,56,65,341,341,0,0,性格极为纤细敏感， 遇到讨厌的事物，就会躲在洞窟里不愿出来。 由于过于家里蹲，兽生也变得阴暗起来。,https://paldb.cc/cn/Palpagos_Islands?pal=AmaterasuWolf_Dark&t=dayTimeLocations
159:1,true,65,73,65,73,65,65,,,36,36,22,22,即便被拆解，只要再拼装到一起， 便又能完好如初正常活动的神奇帕鲁。 如果拼装过程中混进其他个体的零件，其思维就会发生致命错误， 最终导致过热。,https://paldb.cc/cn/Palpagos_Islands?pal=WingGolem_Fire&t=dayTimeLocations
73:1,true,10,38,10,36,28,28,36,38,50,50,0,0,这种帕鲁对站姿的讲究异常执着。 它总是在寻找最热血的姿势， 因此它的饲主会被迫整天欣赏热血到让人烦躁的姿势。,https://paldb.cc/cn/Palpagos_Islands?pal=LizardMan_Fire&t=dayTimeLocations
56:1,true,13,66,13,65,40,46,56,66,123,462,0,0,它头上的角是绝对不会融化的，不可思议的冰。 用它折断的角制成的刨冰，那可真称的上是绝顶美味， 无论是吃刨冰的人，还是霜镰魔，头都很疼。,https://paldb.cc/cn/Palpagos_Islands?pal=Werewolf_Ice&t=dayTimeLocations
186:1,true,50,80,50,80,50,50,58,59,1,1,42,42,这是一种风度翩翩且行为优雅的帕鲁。 会使用超强巴掌对付无礼之人。 但偶尔也会出现以此为乐的帕鲁。,https://paldb.cc/cn/Palpagos_Islands?pal=LilyQueen_Dark&t=dayTimeLocations
87:1,true,35,80,35,80,36,38,42,45,84,84,0,0,这种帕鲁背部的植被因个体而异。 在雪猛犸的背上曾发现过被认为已经灭绝的冰冻植物种子， 在冷冻状态下保存良好。,https://paldb.cc/cn/Palpagos_Islands?pal=GrassMammoth_Ice&t=dayTimeLocations
27:1,true,30,45,30,41,41,41,42,45,3,3,0,0,它尾部的结晶非常美丽，但它死去时结晶也会随之崩解。 人们迷信大量饲养它能够招来财运， 于是冰丝特通常都会得到悉心的照料。,https://paldb.cc/cn/Palpagos_Islands?pal=Bastet_Ice&t=dayTimeLocations
99:1,true,35,55,35,52,48,48,55,55,12,12,0,0,它的本体是一种能量体，内部是空的。 通过将砂石和矿物填充进外壳，得以实现了压倒性的质量。 被其击中的生物只能发出如地狱般的呻吟声。,https://paldb.cc/cn/Palpagos_Islands?pal=DarkScorpion_Ground&t=dayTimeLocations
105:1,true,78,78,,,,,78,78,0,0,1,1,健康的个体，背部物质的温度也会十分稳定。 但一旦心跳过快，温度便会失去稳定。 最坏会发生气化或凝固， 最后突然休克而亡。,https://paldb.cc/cn/Palpagos_Islands?pal=VolcanoDragon_Ice&t=dayTimeLocations
102:1,true,31,80,35,80,35,37,31,31,1,1,40,40,它拥有令人难以置信的力量。 可以将电力转为神经信号，突破身体能力的极限。 只要提到最强生物，就必定有它。,https://paldb.cc/cn/Palpagos_Islands?pal=GrassPanda_Electric&t=dayTimeLocations
100:1,true,33,36,33,36,33,33,,,0,325,0,0,当某种感情变得强烈时，它的尖刺就会伸缩。 在满满的爱意中成长的妖抱苞， 总是动不动就爱往主人怀里钻， 但若要接纳它的爱，就要一并接纳它带来的痛。,https://paldb.cc/cn/Palpagos_Islands?pal=CactusDoll_Dark&t=dayTimeLocations
148:1,true,50,54,50,54,50,50,,,13,13,0,0,它手里捧着的，是自己的灵魂。 当它找到了心仪的对象，就会将自己的灵魂抛向对方 渴望与对方的灵魂融合，成为一心同体。,https://paldb.cc/cn/Palpagos_Islands?pal=GhostRabbit_Grass&t=dayTimeLocations
203:0,false,70,70,,,,,70,70,0,0,0,0,怀揣着使命一直等待着，种群中最后的幸存者。 即便履行了职责的它呼唤着母亲， 回应的，也已经只剩余音。,https://paldb.cc/cn/Palpagos_Islands?pal=KingWhale&t=dayTimeLocations
17:1,true,16,26,16,26,16,16,,,0,657,0,0,它的翅膀已完全退化，无法飞翔。 对天空的向往逐渐变成嫉妒 为了击落天空中会飞的家伙，得到了雷电的力量！,https://paldb.cc/cn/Palpagos_Islands?pal=Penguin_Electric&t=dayTimeLocations
18:1,true,36,48,36,48,36,36,,,252,252,0,0,为了能在水中狩猎，得到了雷电的力量从而改变了体色。 虽然因此失去了企丸丸们的追随。 可谁曾想， 现在反倒是有了叫做闪丸丸的小弟。,https://paldb.cc/cn/Palpagos_Islands?pal=CaptainPenguin_Black&t=dayTimeLocations
89:1,true,71,73,71,73,71,73,,,0,0,22,22,它在寿命已尽时，会自燃化作灰烬。 这周围的土壤则会因此变得非常肥沃， 此后的10年左右，无数的草木在此繁荣茂盛。,https://paldb.cc/cn/Palpagos_Islands?pal=FlowerDoll_Fire&t=dayTimeLocations
131:1,true,35,69,35,69,68,68,69,69,50,50,0,0,通过变换姿势晒日光浴，来将冰块融成中意的形状。 至于那些形态失衡的个体还是不要去打扰了。 用人来类比的话，就像不小心剪多了鬓角。,https://paldb.cc/cn/Palpagos_Islands?pal=RockBeast_Ice&t=dayTimeLocations
72:1,true,36,60,36,60,55,55,,,26,26,0,0,种群内能在雪上滑行最快的个体，就是最了不起的个体。 有时会有因为冲太快飞跃起来的个体一头扎进雪里。 在争夺首领地位时这种情况尤其多发。 今日路况拥挤，当心连环「豹扎」。,https://paldb.cc/cn/Palpagos_Islands?pal=IceSeal_Ground&t=dayTimeLocations
141:1,true,65,70,65,68,65,65,70,70,36,36,0,0,能将尾针刺入敌人体内，并释放电流。 但是，由于电流实在太弱了， 还是直接抡起钳子更有杀伤力。,https://paldb.cc/cn/Palpagos_Islands?pal=ScorpionMan_Electric&t=dayTimeLocations
93:1,true,32,80,32,80,34,38,36,38,10,411,0,0,这种帕鲁会燃烧神秘的暗物质以获取能量， 并将剩余的暗粒子排出体外。 当有人坐在它身上时，会控制排放量，以免该人被黑暗侵蚀。,https://paldb.cc/cn/Palpagos_Islands?pal=FireKirin_Dark&t=dayTimeLocations
124:1,true,45,80,45,80,45,45,51,52,59,59,0,0,在拥抱翠羽龙时， 如果闻到了太阳的味道和草原的馨香，那明天就是晴天。 如果闻到一股发霉的味道，那明天就是倾盆大雨。,https://paldb.cc/cn/Palpagos_Islands?pal=SkyDragon_Grass&t=dayTimeLocations
98:1,true,35,77,35,77,35,36,,,76,76,69,69,它若在雪原上全速奔跑，就会扬起大量飞雪。 由于完全看不到彼此， 导致凛光犬间经常发生交通事故。,https://paldb.cc/cn/Palpagos_Islands?pal=ThunderDog_Ice&t=dayTimeLocations
10009:0,false,,,,,,,,,0,0,0,0,当前 1.0 数据未记录普通野外栖息地。,https://palbreedingcalculator.org
94:1,true,23,80,23,80,48,48,,,17,17,0,0,佩克龙突发奇想， 是时候让自己做出些改变了。 那个瞬间，灵感就像雷电贯穿了它的全身！,https://paldb.cc/cn/Palpagos_Islands?pal=LazyDragon_Electric&t=dayTimeLocations
129:1,true,29,67,29,67,48,48,42,45,133,133,0,0,它的全身上下都流淌着超低温的血液。 若突然往它身上施加热量，其血液会蒸发。 随后便会引发大规模的蒸气爆炸。,https://paldb.cc/cn/Palpagos_Islands?pal=VolcanicMonster_Ice&t=dayTimeLocations
44:1,true,18,58,18,55,18,18,56,58,172,172,0,0,这种帕鲁的脸上总是挂著微笑。 捣蛋猫偶尔会恶作剧，把它的缎带打成死结， 每到这时，它都会笑眯眯的把捣蛋猫暴揍一顿。,https://paldb.cc/cn/Palpagos_Islands?pal=PinkRabbit_Grass&t=dayTimeLocations
76:1,true,13,40,13,40,31,35,37,40,545,545,0,0,这类帕鲁在岩石地带过着狩猎生活，特征习性等与人类十分接近。 每当从遗址中发现山岳射手的骨头时， 那里总是一定会有人类的骨头。,https://paldb.cc/cn/Palpagos_Islands?pal=RobinHood_Ground&t=dayTimeLocations
116:1,true,75,78,75,78,75,78,,,0,0,82,82,它喜欢凝望天空， 常常静静地伫立在那里。 经常成为小型帕鲁们聚会的场所。,https://paldb.cc/cn/Palpagos_Islands?pal=WhiteMoth_Neutral&t=dayTimeLocations
128:1,true,36,48,36,48,40,40,,,16,16,18,18,能将骨骼和身体暂时分离，用骨头斩断敌人。 如若不赶快收回体内，自己也会力竭倒下。 据传闻，年老的个体会故意长时间分离，借此激发求生本能， 以期达到延寿的效果，但真假未知。,https://paldb.cc/cn/Palpagos_Islands?pal=SwordCutlassfish_Fire&t=dayTimeLocations
149:1,true,62,64,62,64,62,62,,,8,8,0,0,苍白的火焰即便摸上去也只感到些微的凉意， 但是持续接触的物体则会逐渐冻结。 放上一瓶牛奶，就能得到一瓶冰冻牛奶！,https://paldb.cc/cn/Palpagos_Islands?pal=BlackPuppy_Ice&t=dayTimeLocations
163:1,true,74,76,74,76,74,76,,,0,0,33,33,将滚烫的金涡蜗放进浴缸， 享受一场火热浴，这在遥远的古代曾经十分流行。 由于近年复古风潮兴起，它也再度成为了火热新趋势。,https://paldb.cc/cn/Palpagos_Islands?pal=ElecSnail_Ground&t=dayTimeLocations
169:1,true,13,78,13,78,76,78,,,99,99,160,160,通过旋转螺旋桨般的尾巴从而产生电力。 虽然理论上能产生1.21吉瓦的电力， 但是肉体会在瞬间崩溃，并没有实际应用价值。,https://paldb.cc/cn/Palpagos_Islands?pal=KingSunfish_Thunder&t=dayTimeLocations
130:1,true,74,76,74,76,74,76,,,0,0,63,63,它最为自豪的就是自己光彩夺目的鬃毛。 只要有一点脏污，就会害羞的无法集中精力奔跑。 因为容易沾上皮脂污垢，即便是最喜欢的帕鲁驯养师，也不希望被黏糊糊的摸个不停。,https://paldb.cc/cn/Palpagos_Islands?pal=NightBlueHorse_Neutral&t=dayTimeLocations
75:1,true,13,63,13,63,31,31,37,40,594,594,0,0,它流线型的外形很适合在沙上活动。 因此经常被非法捕鱼团捕捉， 并被拿来代替冲浪板使用。,https://paldb.cc/cn/Palpagos_Islands?pal=Serpent_Ground&t=dayTimeLocations
122:1,true,42,80,68,80,68,68,42,45,50,50,0,0,过去人们认为它是带来雨季的使者。 只要前一年发生水患，人们就会全力驱逐这种帕鲁， 祈祷今年能够平安度过。,https://paldb.cc/cn/Palpagos_Islands?pal=Suzaku_Water&t=dayTimeLocations
23:1,true,10,12,10,12,10,10,,,27,27,0,0,手掌部位得到了进化， 能够握住烧红的物品而不被烫伤。 若是把子弹打光了，说不定能够握住高温的枪管， 然后抡起枪身揍人。,https://paldb.cc/cn/Palpagos_Islands?pal=Monkey_Fire&t=dayTimeLocations
142:1,true,60,78,76,78,76,78,60,60,1,1,40,40,背部堆砌的石头即便被拿到某处， 净岩龟也能感应石头的位置。 就算相隔天涯海角，它也一定要去找出来。,https://paldb.cc/cn/Palpagos_Islands?pal=CubeTurtle_Neutral&t=dayTimeLocations
37:1,true,13,48,13,48,40,42,,,777,777,0,0,为保护脆弱的本体，获得了坚硬的甲壳。 大半的触觉神经都集中在了手部和甲壳上， 偷偷摸一下它的本体也不会被发现。,https://paldb.cc/cn/Palpagos_Islands?pal=TentacleTurtle_Ground&t=dayTimeLocations
54:1,true,75,77,75,77,75,77,,,0,0,69,69,昔日，它被视为冬之神的使者，无人敢猎捕。 然而当有人目睹它在冰面滑倒的瞬间， 信仰逐渐消失，一失足即成千古牛马。,https://paldb.cc/cn/Palpagos_Islands?pal=Kirin_Ice&t=dayTimeLocations
64:1,true,23,67,23,67,30,36,42,45,233,260,0,0,据说用霜歌龙的外骨骼制成的笛子， 所奏的笛声可越遍千山万水， 因此在古代战事中通常会被用来吹奏胜利凯歌。,https://paldb.cc/cn/Palpagos_Islands?pal=BirdDragon_Ice&t=dayTimeLocations
113:1,true,53,64,53,64,53,53,56,64,59,59,0,0,它全身包裹着超强力装甲， 拥有难以比拟的强度和耐热性。 即使被森猛犸踩踏也不疼不痒。,https://paldb.cc/cn/Palpagos_Islands?pal=HerculesBeetle_Ground&t=dayTimeLocations
151:1,true,36,80,36,80,71,73,74,74,0,0,113,113,为了不再被错认成浮冰，硬生生将身体变为红色。 但是对于那些红色盲的帕鲁来说毫无意义， 努力只换来了空虚，到头来私人空间还是继续受到侵犯。,https://paldb.cc/cn/Palpagos_Islands?pal=IceNarwhal_Fire&t=dayTimeLocations
78:1,true,46,55,46,55,46,46,51,52,0,184,0,0,经过双亲的教育，已经不再挑食 只要是甜的东西，无论什么都喜欢。 和炽巫猫的关系相当不好。,https://paldb.cc/cn/Palpagos_Islands?pal=FoxMage_Dark&t=dayTimeLocations
39:1,true,55,60,55,60,55,55,,,26,26,0,0,虽然棉毛上散发出香甜浓郁的气息，但是肉质却苦涩到令人战栗。 被其气味吸引的肉食性帕鲁，若是咬上一口， 就会因难以忍受的苦味，翻着白眼再起不能。,https://paldb.cc/cn/Palpagos_Islands?pal=SweetsSheep_Ground&t=dayTimeLocations
204:0,false,,,,,,,,,0,0,0,0,于遥远过去降临于帕洛斯群岛，神秘的帕鲁迎来其终焉。 作为灾厄带来过无数毁灭，后被长久封印。 最终被某位帕鲁驯养师所击败。,https://paldb.cc/cn/Palpagos_Islands?pal=WorldTreeDragon&t=dayTimeLocations
191:0,true,75,80,75,80,75,80,,,0,0,69,69,一旦看见了圆形的物体，就不自觉的想要来上一拳。 对于霜牙王来说，仅次于生存的难题 就是完成堆雪人。,https://paldb.cc/cn/Palpagos_Islands?pal=SnowTigerBeastman&t=dayTimeLocations
195:1,false,,,,,,,,,0,0,0,0,被解放的欲望，终于再也无法抑制。 「『我』渴望得到『自我』的注视。」 凝聚为恶意的，渴望被注视的姐妹 终于被放逐回世界的狭缝，闭上了凝视的眼睛。,https://paldb.cc/cn/Palpagos_Islands?pal=NightLady_Dark&t=dayTimeLocations
137:1,false,,,,,,,,,0,0,0,0,自太古时期，其于地底现身。 焚天的烈火在将一切焚烧殆尽前，永远都不会熄灭。 此谓「永炎」。,https://paldb.cc/cn/Palpagos_Islands?pal=KingBahamut_Dragon&t=dayTimeLocations
10011:0,false,,,,,,,,,0,0,0,0,当前 1.0 数据未记录普通野外栖息地。,https://palbreedingcalculator.org
194:0,false,78,78,,,,,78,78,0,0,0,0,其自古时起便静静伫立在“世界树”旁，一直守护着什么。 现今夜蔓爵已经看不到要守护什么，又为什么要守护了。 毕竟，“世界树”知晓一切。 毕竟，唯有它操纵的浓雾能揭露那片真相。,https://paldb.cc/cn/Palpagos_Islands?pal=FlowerPrince&t=dayTimeLocations
188:0,true,54,80,54,80,76,80,,,0,0,47,47,一旦它发现猎物的族群， 就会用灼热的旋风，将那片区域焚烧殆尽。 因此荷鲁斯的栖息地总是飘荡着美味的气息。,https://paldb.cc/cn/Palpagos_Islands?pal=Horus&t=dayTimeLocations
200:0,true,60,60,,,,,60,60,1,1,0,0,帕洛斯群岛之守护神，拥有呼唤严冬之力。 其曾于灾厄席捲大地之际腾空而起， 唤来无尽寒冬，试图封印灾厄。,https://paldb.cc/cn/Palpagos_Islands?pal=IceHorse&t=dayTimeLocations
10004:0,false,,,,,,,,,0,0,0,0,当前 1.0 数据未记录普通野外栖息地。,https://palbreedingcalculator.org
185:0,true,30,80,70,80,70,72,30,30,1,1,40,40,它拥有豪迈的笑容和强壮的体格。 在自己认可的搭档面前会表现得相当温顺。 可是不知为何，一旦拿到机关枪时就会性情大变。,https://paldb.cc/cn/Palpagos_Islands?pal=ElecPanda&t=dayTimeLocations
197:0,false,,,,,,,,,0,0,0,0,于此幽寂之地，不觉心神凝定。 此处已无人，众人皆蒙救度。 救赎之王，请携我共赴无尽之寂。 ——古文书至此戛然而止。,https://paldb.cc/cn/Palpagos_Islands?pal=LegendDeer&t=dayTimeLocations
202:0,true,70,70,,,,,70,70,1,1,0,0,居于遥远高空，守护帕洛斯群岛。 当灾厄再度甦醒，大地崩裂，天空化作火海之际， 它将以破灭万物之光摧毁灾厄。,https://paldb.cc/cn/Palpagos_Islands?pal=JetDragon&t=dayTimeLocations
186:0,true,58,80,75,80,75,80,58,59,1,1,42,42,这是一种充满慈爱且温和的帕鲁。 会照顾失去双亲的小帕鲁们。 管教方式是全力释放太阳光束。,https://paldb.cc/cn/Palpagos_Islands?pal=LilyQueen&t=dayTimeLocations
144:0,true,5,80,5,80,10,12,,,4930,4930,382,382,曾经岛上存在过一个王国， 王国里有一个传统，每年都会赐予死法最愚蠢的人奖赏。 值得纪念的最初的死因便是「没有识破旺财，打开箱子而被咬死。」,https://paldb.cc/cn/Palpagos_Islands?pal=MimicDog&t=dayTimeLocations
199:0,false,60,60,,,,,60,60,0,0,0,0,曾与圣光骑士同为一体。 虽是分离后的负面情感所构成的存在， 但其眼眸深处仍留有着一丝慈悲。,https://paldb.cc/cn/Palpagos_Islands?pal=BlackCentaur&t=dayTimeLocations
201:0,true,60,60,,,,,60,60,1,1,0,0,自灾厄被封印之后，来自天坠的强者与其邂逅。 自此，其便常在近海现身于强者眼前。 相逢乃是必然。,https://paldb.cc/cn/Palpagos_Islands?pal=PoseidonOrca&t=dayTimeLocations
187:0,true,74,80,74,80,74,76,,,0,0,33,33,它的电击能从伤口进入，以此灼烧对手的全身。 波鲁杰克斯同类之间发生的争吵， 能在一瞬间决出胜负。,https://paldb.cc/cn/Palpagos_Islands?pal=ThunderDragonMan&t=dayTimeLocations
198:0,true,60,60,,,,,60,60,1,1,0,0,曾与混沌骑士同为一体。 虽然它是被去除负面情感后诞生的存在， 但它的眼眸深处仍留有些许憎恨。,https://paldb.cc/cn/Palpagos_Islands?pal=SaintCentaur&t=dayTimeLocations
190:0,true,76,80,76,80,76,80,,,0,0,40,40,据传，其身后漂浮的形似新月的物体， 会随着世代的交替一点点的接近圆形。 至于到满月月相时会发生什么，就没有人知道了。,https://paldb.cc/cn/Palpagos_Islands?pal=MoonQueen&t=dayTimeLocations
189:0,true,50,80,50,80,50,50,,,11,11,0,0,于癫狂尽头诞生的禁忌之存在。 它已与其他帕鲁毫无任何基因上的关联， 可能其存在早已脱离了帕鲁的范畴。,https://paldb.cc/cn/Palpagos_Islands?pal=BlackGriffon&t=dayTimeLocations
192:0,true,76,78,76,78,76,78,,,0,0,63,63,灵环寄吾心，长相伴君身。 悠悠青天鉴，袅袅霄龙吟。,https://paldb.cc/cn/Palpagos_Islands?pal=BlueSkyDragon&t=dayTimeLocations
193:0,false,78,78,,,,,78,78,0,0,0,0,其自古时起便静静伫立在“世界树”旁，一直守护着什么。 现今Mothmon已然不知道要守护什么，又为什么要守护了。 毕竟，“世界树”会给予指引。 毕竟，被操纵的孢子们，也理应知晓敌人是谁。,https://paldb.cc/cn/Palpagos_Islands?pal=Mothman&t=dayTimeLocations
146:0,false,23,23,23,23,23,23,,,0,0,0,0,具有吞食信息并转换为能量的能力。 会定期的向不明对象发送情报。 「喂喂？在查看刚才的讯息前不小心吃掉了，你说了啥？」,https://paldb.cc/cn/Palpagos_Islands?pal=WhiteAlienDragon&t=dayTimeLocations
196:0,false,,,,,,,,,0,0,0,0,- 已抵达目的地，优先搜索个体：流星龙。 - 备注：镇压完成时限 年前。 - 追记：未发现镇压痕迹，确认目标已被同化，开始清剿。 - 业务联络：不可以忘掉或吃掉重要情报！,https://paldb.cc/cn/Palpagos_Islands?pal=DarkMechaDragon&t=dayTimeLocations
145:0,false,23,45,23,45,23,23,,,0,0,0,0,具有将信息传输中的损耗变换为能量的能力。 会定期的向不明对象发送情报。 「发现目标，请立刻前往破坏，见信速回。」,https://paldb.cc/cn/Palpagos_Islands?pal=DarkAlien&t=dayTimeLocations
